Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Age,Brand
Kolkata,57000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.45,12,Honda
Coimbatore,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.55,9,Hyundai
Bangalore,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.25,13,Hyundai
Ahmedabad,47304,Diesel,Manual,First,21.02,1248.0,88.8,5.0,2.9,12,Tata
Jaipur,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,2.05,20,Skoda
Pune,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.75,8,Maruti
Mumbai,68000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.75,11,Ford
Kolkata,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,0.95,14,Chevrolet
Jaipur,119000,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,3.91,18,Honda
Delhi,70000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.5,12,Maruti
Mumbai,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,6.2,9,Maruti
Chennai,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.75,14,Nissan
Mumbai,130000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.25,10,Maruti
Pune,63400,Diesel,Manual,First,17.8,1399.0,67.0,5.0,3.25,13,Ford
Kolkata,65000,Petrol,Manual,First,17.3,993.0,60.0,5.0,0.65,22,Maruti
Kolkata,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,3.25,11,Toyota
Kolkata,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.9,7,Maruti
Bangalore,11000,Petrol,Manual,Third,18.9,796.0,47.0,5.0,2.9,14,Maruti
Bangalore,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,17.75,16,BMW
Mumbai,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,8.25,10,Nissan
Coimbatore,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.77,10,Hyundai
Hyderabad,39000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.49,8,Maruti
Mumbai,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,12.95,17,Audi
Chennai,72000,Petrol,Manual,Third,16.1,796.0,37.0,4.0,1.0,18,Maruti
Chennai,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,7.1,10,Renault
Mumbai,5900,Diesel,Manual,First,21.43,1364.0,87.2,5.0,16.5,8,Toyota
Hyderabad,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,3.2,15,Maruti
Kochi,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.48,8,Honda
Kochi,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.0,10,Hyundai
Kochi,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,11.77,11,Mercedes-Benz
Mumbai,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8.75,9,Honda
Hyderabad,50958,Petrol,Manual,First,17.0,1086.0,,5.0,1.95,18,Hyundai
Chennai,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.75,14,Honda
Pune,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,2.5,15,Hyundai
Delhi,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.65,10,Honda
Chennai,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.25,11,Hyundai
Kolkata,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.1,11,Maruti
Coimbatore,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.91,14,Maruti
Chennai,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,11.0,14,BMW
Pune,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,3.5,11,Tata
Chennai,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,16.5,11,Audi
Jaipur,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.92,15,Maruti
Pune,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,2.75,12,Maruti
Pune,49768,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,4.95,14,Hyundai
Hyderabad,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,7.25,15,Skoda
Jaipur,35299,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,19.0,12,Mercedes-Benz
Kochi,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,13.05,8,Mahindra
Pune,9000,Petrol,Manual,First,15.4,1497.0,117.3,7.0,8.5,8,Honda
Chennai,92098,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,7.25,15,Volvo
Pune,5834,Petrol,Manual,First,13.2,1495.0,94.0,5.0,0.8,20,Hyundai
Jaipur,40250,Petrol,Manual,First,17.19,1197.0,81.86,5.0,6.9,8,Hyundai
Kolkata,20800,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2.25,10,Hyundai
Kochi,40322,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.5,7,Hyundai
Mumbai,52576,Petrol,Manual,First,13.0,1493.0,100.0,5.0,4.35,12,Honda
Kolkata,55000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.25,15,Volkswagen
Hyderabad,42021,Diesel,Manual,First,0.0,1968.0,,5.0,5.45,15,Volkswagen
Coimbatore,23163,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.03,8,Hyundai
Mumbai,50000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,8.5,14,Mercedes-Benz
Pune,108000,Petrol,Manual,Second,17.0,1086.0,,5.0,1.2,19,Hyundai
Bangalore,37000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,5.75,12,Toyota
Delhi,30000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,3.2,11,Honda
Coimbatore,12831,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,9.89,7,Maruti
Kochi,13102,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.06,7,Hyundai
Coimbatore,24950,Diesel,Manual,First,20.37,1461.0,108.45,5.0,13.37,6,Renault
Kochi,34267,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.74,9,Maruti
Ahmedabad,55100,Petrol,Manual,First,18.9,998.0,67.1,5.0,1.45,18,Maruti
Kolkata,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,2.0,17,Honda
Kochi,31841,CNG,Manual,First,15.1,1196.0,73.0,5.0,4.7,8,Maruti
Kolkata,15000,Petrol,Manual,First,13.7,1399.0,98.79,8.0,3.75,11,Chevrolet
Coimbatore,82756,Diesel,Manual,First,15.96,2523.0,62.1,7.0,7.7,9,Mahindra
Coimbatore,50243,Petrol,Manual,First,0.0,1086.0,,5.0,3.35,13,Hyundai
Hyderabad,20600,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.6,11,Hyundai
Coimbatore,29952,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,13.77,8,Hyundai
Mumbai,15000,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,7.1,8,Volkswagen
Pune,61938,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2.65,17,Honda
Hyderabad,67000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,2.5,11,Tata
Kochi,61672,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7.53,12,Mahindra
Coimbatore,26185,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.98,8,Hyundai
Chennai,67000,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,2.25,14,Maruti
Chennai,66000,Petrol,Manual,Second,13.17,1999.0,114.0,5.0,3.85,15,Mitsubishi
Hyderabad,80883,Diesel,Manual,First,12.8,2494.0,102.0,7.0,13.5,10,Toyota
Hyderabad,80219,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.5,9,Maruti
Delhi,12923,Diesel,Manual,First,25.1,1248.0,88.5,5.0,8.92,7,Maruti
Pune,6800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.2,9,Hyundai
Hyderabad,82749,Diesel,Manual,First,19.01,1461.0,108.45,5.0,5.99,13,Renault
Pune,51000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,5.25,9,Hyundai
Delhi,31465,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.5,11,Ford
Hyderabad,76476,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4.4,12,Volkswagen
Kolkata,14000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.6,8,Hyundai
Ahmedabad,47000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,2.95,12,Tata
Kolkata,48466,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.26,14,Honda
Bangalore,46000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,2.22,17,Hyundai
Coimbatore,25142,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.26,8,Maruti
Delhi,69000,Diesel,Manual,First,12.55,2982.0,169.0,7.0,14.45,12,Toyota
Chennai,80524,Petrol,Manual,Second,15.3,1596.0,,5.0,2.5,16,Ford
Kolkata,64284,Diesel,Manual,First,17.72,1968.0,108.49,5.0,5.5,13,Skoda
Delhi,27000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.5,10,Hyundai
Hyderabad,3678,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.8,7,Ford
Mumbai,21000,Petrol,Manual,First,16.8,1395.0,138.02,5.0,8.75,12,Skoda
Mumbai,67000,Diesel,Manual,Second,19.87,1461.0,83.8,5.0,7.0,10,Renault
Chennai,75000,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,2.25,14,Ford
Kolkata,52000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.75,13,Volkswagen
Jaipur,91000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.0,14,Maruti
Pune,60000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.55,12,Nissan
Kolkata,37873,Diesel,Manual,First,22.32,1582.0,126.32,5.0,4.8,12,Hyundai
Kolkata,31000,Petrol,Automatic,First,10.8,2497.0,150.0,5.0,13.5,14,BMW
Hyderabad,78000,Petrol,Automatic,First,12.0,2354.0,187.4,5.0,3.99,21,Honda
Bangalore,32000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,15.5,9,Hyundai
Jaipur,59000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.32,15,Hyundai
Kochi,35437,Diesel,Automatic,First,20.0,2143.0,136.0,5.0,18.58,9,Mercedes-Benz
Jaipur,98000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.5,11,Maruti
Chennai,72000,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,3.2,19,Skoda
Pune,79000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.0,10,Honda
Chennai,29000,Petrol,Manual,First,17.3,993.0,60.0,5.0,1.6,21,Maruti
Kochi,66012,Petrol,Manual,First,15.5,1586.0,103.3,5.0,4.15,12,Maruti
Mumbai,35000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.25,11,Honda
Ahmedabad,75000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.6,14,Maruti
Mumbai,80000,Petrol,Automatic,Second,12.1,2362.0,164.7,5.0,3.43,17,Toyota
Kochi,32717,Petrol,Manual,First,18.6,1199.0,79.4,5.0,2.55,13,Chevrolet
Mumbai,79000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.25,11,Ford
Hyderabad,86000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,3.6,15,Maruti
Mumbai,25000,Petrol,Manual,Second,17.3,1497.0,117.3,7.0,4.25,10,Honda
Mumbai,8500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,4.8,8,Hyundai
Bangalore,34000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,13.0,10,Mahindra
Pune,41629,Petrol,Manual,Second,14.83,1598.0,105.0,5.0,2.25,13,Skoda
Hyderabad,80227,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.3,16,Hyundai
Kochi,8587,Petrol,Manual,First,15.29,1591.0,121.3,5.0,13.56,6,Hyundai
Delhi,30000,Diesel,Manual,First,15.4,1997.0,120.0,7.0,12.25,8,Mahindra
Pune,64186,Diesel,Manual,First,20.5,1598.0,103.5,5.0,3.76,12,Skoda
Coimbatore,76427,Diesel,Manual,First,19.01,1461.0,108.45,5.0,8.58,10,Renault
Coimbatore,27075,Petrol,Manual,First,17.6,1496.0,88.73,5.0,4.95,12,Toyota
Ahmedabad,30000,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.3,13,Maruti
Chennai,69434,Petrol,Manual,First,15.8,1591.0,121.3,5.0,8.0,9,Hyundai
Jaipur,56000,Petrol,Manual,First,23.1,998.0,67.04,5.0,2.79,11,Maruti
Pune,8700,Petrol,Manual,First,18.6,1199.0,76.8,5.0,2.55,11,Chevrolet
Ahmedabad,18000,Petrol,Manual,Second,25.4,624.0,37.5,4.0,1.0,11,Tata
Kochi,80464,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,9.29,16,Mercedes-Benz
Kochi,20667,Petrol,Manual,First,22.0,1197.0,81.8,5.0,6.37,6,Maruti
Coimbatore,60283,Petrol,Manual,First,14.6,1368.0,112.0,5.0,2.98,12,Fiat
Kochi,31696,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.75,8,Maruti
Hyderabad,100000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,13.0,15,Toyota
Mumbai,13361,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6.8,11,Maruti
Coimbatore,48394,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,10.49,15,BMW
Jaipur,47399,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.6,11,Maruti
Mumbai,69000,Petrol,Automatic,Second,16.8,1497.0,118.0,5.0,2.85,15,Honda
Coimbatore,65278,Diesel,Manual,First,14.66,2199.0,194.3,7.0,8.36,12,Hyundai
Jaipur,108000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,1.0,20,Tata
Kolkata,50645,Petrol,Automatic,Second,10.93,2497.0,204.0,5.0,10.75,15,Mercedes-Benz
Hyderabad,130002,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.85,14,Maruti
Hyderabad,107000,Diesel,Manual,First,17.8,1399.0,67.0,5.0,3.0,13,Ford
Coimbatore,41950,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,9.6,10,Honda
Delhi,109000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,13.25,13,Toyota
Mumbai,9000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,5.75,9,Honda
Delhi,43900,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.75,11,Hyundai
Bangalore,64000,Diesel,Manual,Second,18.2,1248.0,73.8,7.0,4.85,12,Chevrolet
Mumbai,77652,Petrol,Automatic,First,12.6,1586.0,103.2,5.0,2.85,16,Maruti
Mumbai,55000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,9.51,13,Toyota
Ahmedabad,59900,Diesel,Automatic,Second,18.48,1995.0,177.0,5.0,18.5,13,BMW
Delhi,73539,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.75,10,Renault
Kochi,69690,Petrol,Manual,First,17.7,1497.0,78.0,5.0,3.29,16,Honda
Delhi,41000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,9.5,9,Maruti
Pune,109200,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,2.2,15,Maruti
Pune,80000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,6.5,13,Mahindra
Ahmedabad,51000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,4.9,18,Honda
Pune,105000,Diesel,Manual,Second,25.47,1248.0,88.5,7.0,6.75,12,Maruti
Hyderabad,31000,Diesel,Manual,First,21.13,1498.0,108.4,5.0,10.5,8,Skoda
Hyderabad,50000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,6.2,10,Volkswagen
Jaipur,48000,Diesel,Automatic,First,17.0,1896.0,105.0,5.0,5.0,16,Skoda
Chennai,35000,Diesel,Manual,First,19.2,1461.0,65.0,5.0,2.3,18,Mahindra
Ahmedabad,100200,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,17.0,9,Toyota
Jaipur,63642,Diesel,Manual,First,27.3,1498.0,98.6,5.0,5.65,10,Honda
Kochi,62550,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.6,10,Honda
Coimbatore,38461,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.39,9,Maruti
Jaipur,29000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,19.0,7,Jeep
Pune,31000,Petrol,Manual,First,12.5,1794.0,132.0,5.0,5.0,15,Toyota
Kolkata,42086,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.35,14,Honda
Chennai,49000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.45,12,Maruti
Coimbatore,77240,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,8.31,6,Hyundai
Jaipur,105000,Diesel,Manual,Second,15.96,2523.0,62.1,7.0,6.0,13,Mahindra
Chennai,35000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.25,11,Maruti
Chennai,83072,Petrol,Manual,First,17.0,1086.0,,5.0,1.4,19,Hyundai
Chennai,129000,Petrol,Manual,Third,13.8,1299.0,70.0,5.0,1.5,21,Ford
Coimbatore,33558,Diesel,Manual,First,20.14,1498.0,88.0,5.0,8.12,7,Volkswagen
Coimbatore,60271,Diesel,Manual,First,13.6,2523.0,63.0,7.0,6.12,13,Mahindra
Coimbatore,45366,Diesel,Manual,First,25.1,1498.0,98.6,5.0,10.88,8,Honda
Kolkata,9500,Petrol,Manual,First,18.2,1199.0,82.5,5.0,3.5,11,Chevrolet
Kochi,42362,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.15,9,Hyundai
Mumbai,15200,Diesel,Automatic,First,15.06,1995.0,177.0,5.0,13.5,13,BMW
Mumbai,43690,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,17.11,10,Toyota
Kolkata,53073,Diesel,Manual,First,20.77,1248.0,88.76,7.0,5.95,12,Maruti
Bangalore,59000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,5.75,10,Hyundai
Bangalore,47088,Petrol,Automatic,Second,10.13,3498.0,364.9,5.0,19.0,19,Mercedes-Benz
Ahmedabad,55000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,4.75,11,Renault
Hyderabad,80430,Diesel,Manual,Second,17.21,1493.0,100.0,7.0,3.3,12,Mahindra
Delhi,71932,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,16.5,12,Toyota
Hyderabad,81759,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4.39,14,Maruti
Kochi,52010,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.2,7,Maruti
Mumbai,93000,Diesel,Manual,Third,10.5,2835.0,107.2,6.0,5.45,17,Mitsubishi
Mumbai,50000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,11.69,10,Skoda
Pune,60000,Petrol,Manual,First,19.7,796.0,35.0,8.0,1.45,15,Maruti
Mumbai,25000,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,9.45,9,Volkswagen
Ahmedabad,73000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,12.5,10,Mahindra
Hyderabad,59962,Diesel,Manual,First,20.45,1461.0,83.8,5.0,6.9,11,Nissan
Jaipur,72000,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,5.8,13,Hyundai
Bangalore,35000,Diesel,Manual,Second,15.4,2179.0,120.0,7.0,8.5,10,Mahindra
Coimbatore,38056,Diesel,Manual,First,23.9,1582.0,126.2,5.0,10.7,8,Hyundai
Pune,94000,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,12.0,16,Audi
Coimbatore,64236,Petrol,Manual,First,14.7,1150.0,76.0,5.0,2.44,15,Chevrolet
Kolkata,124000,Diesel,Manual,First,13.6,2523.0,63.0,7.0,1.95,25,Mahindra
Mumbai,7400,Petrol,Manual,First,19.1,1197.0,82.0,5.0,4.35,11,Hyundai
Hyderabad,52000,Diesel,Manual,First,13.68,2393.0,147.8,8.0,17.5,8,Toyota
Hyderabad,68764,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.9,10,Hyundai
Delhi,64000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.9,12,Volkswagen
Pune,21558,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.9,9,Maruti
Mumbai,37500,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,16.75,12,BMW
Coimbatore,14077,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.95,9,Hyundai
Mumbai,70000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.1,16,Honda
Kochi,54316,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,4.29,14,Honda
Hyderabad,90764,Diesel,Manual,First,14.0,2498.0,112.0,8.0,3.85,16,Mahindra
Pune,127000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,4.5,12,Honda
Kochi,51884,Diesel,Manual,First,16.0,2179.0,140.0,7.0,12.46,9,Mahindra
Delhi,67407,Diesel,Manual,First,21.27,1396.0,88.76,5.0,4.65,11,Hyundai
Chennai,82453,Diesel,Manual,First,13.6,2523.0,63.0,8.0,2.9,19,Mahindra
Chennai,30441,Petrol,Manual,First,15.9,1298.0,85.0,5.0,1.45,18,Maruti
Chennai,70000,Petrol,Manual,Third,0.0,1086.0,,5.0,0.65,23,Hyundai
Delhi,48454,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,3.5,12,Hyundai
Jaipur,37000,Diesel,Manual,First,14.1,2179.0,154.0,7.0,11.25,8,Tata
Kochi,32249,Diesel,Manual,First,21.9,1498.0,98.6,7.0,10.79,8,Honda
Kolkata,58000,Diesel,Manual,First,19.33,1968.0,138.03,5.0,5.9,12,Volkswagen
Jaipur,28360,Petrol,Manual,First,19.1,1197.0,81.86,5.0,5.12,8,Hyundai
Mumbai,7000,Petrol,Manual,First,20.89,1197.0,81.8,5.0,5.7,8,Maruti
Hyderabad,92000,Petrol,Manual,First,13.8,1299.0,70.0,5.0,1.25,18,Ford
Kolkata,25000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.65,12,Hyundai
Coimbatore,37882,Diesel,Manual,First,22.32,1582.0,126.3,5.0,9.19,9,Hyundai
Delhi,61000,Petrol,Automatic,First,12.3,1796.0,185.0,5.0,12.5,14,Mercedes-Benz
Kolkata,35000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,1.5,15,Chevrolet
Jaipur,82000,Diesel,Manual,Second,13.5,1405.0,,5.0,0.75,16,Tata
Delhi,72450,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8.1,13,Mahindra
Jaipur,36381,Diesel,Manual,First,28.09,1248.0,88.5,5.0,9.75,8,Maruti
Chennai,100000,Petrol,Automatic,Third,16.4,1497.0,78.0,5.0,1.96,20,Honda
Bangalore,64357,Petrol,Manual,First,24.07,998.0,67.1,5.0,2.75,14,Maruti
Chennai,47000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,2.8,16,Hyundai
Mumbai,18000,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.25,8,Honda
Chennai,89000,Petrol,Manual,First,13.4,1794.0,125.0,5.0,3.0,18,Toyota
Mumbai,35000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,12.75,11,Toyota
Jaipur,64000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.15,11,Hyundai
Mumbai,36000,Petrol,Automatic,First,14.8,1598.0,105.0,5.0,4.65,12,Volkswagen
Delhi,78600,Diesel,Manual,First,12.8,2494.0,102.0,7.0,8.9,13,Toyota
Pune,65000,Diesel,Manual,Second,23.2,1248.0,73.94,5.0,3.27,10,Maruti
Pune,120300,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,18.0,17,Audi
Pune,21000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.3,9,Hyundai
Coimbatore,18108,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.31,8,Maruti
Pune,58407,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.16,11,Honda
Pune,49500,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6.0,11,Maruti
Kochi,37199,Petrol,Automatic,First,17.5,1498.0,99.6,5.0,5.43,12,Nissan
Hyderabad,62000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.65,13,Volkswagen
Hyderabad,59000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.5,10,Maruti
Jaipur,60000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,6.25,10,Maruti
Bangalore,39037,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,9.25,18,Mercedes-Benz
Mumbai,17003,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.15,12,Honda
Hyderabad,80400,Petrol,Manual,First,16.0,1086.0,66.7,5.0,2.3,17,Hyundai
Jaipur,75200,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.25,13,Hyundai
Kochi,41217,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.4,8,Maruti
Pune,98293,Petrol,Manual,Second,13.8,1299.0,70.0,5.0,1.55,19,Ford
Pune,54000,Petrol,Manual,Second,16.2,1199.0,74.0,5.0,6.0,8,Volkswagen
Chennai,17377,Petrol,Manual,First,18.7,1199.0,88.7,5.0,5.9,9,Honda
Bangalore,33800,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,4.7,12,Honda
Hyderabad,86157,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.5,10,Hyundai
Chennai,55000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,7.1,11,Honda
Hyderabad,53293,Petrol,Manual,First,13.14,1798.0,160.0,5.0,6.0,15,Skoda
Pune,38000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.99,8,Maruti
Bangalore,64000,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,4.1,16,Hyundai
Hyderabad,25058,Petrol,Automatic,First,24.07,998.0,67.1,5.0,3.95,8,Maruti
Kochi,36700,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.38,9,Hyundai
Mumbai,35000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.75,14,Hyundai
Bangalore,62084,Diesel,Manual,First,22.77,1498.0,98.59,5.0,6.6,12,Ford
Kolkata,39273,Diesel,Automatic,First,14.3,1968.0,140.0,5.0,6.99,13,Volkswagen
Bangalore,64798,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.75,8,Toyota
Jaipur,100002,Diesel,Manual,Third,20.0,1399.0,68.0,5.0,1.28,15,Ford
Pune,78000,Petrol,Manual,Third,14.49,1399.0,92.7,5.0,1.2,19,Chevrolet
Coimbatore,57717,Petrol,Manual,First,18.5,1197.0,85.8,5.0,4.31,12,Maruti
Chennai,109000,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,16.5,14,Land
Coimbatore,74515,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.64,8,Hyundai
Kochi,37688,Petrol,Manual,First,17.01,1591.0,121.3,5.0,7.88,8,Hyundai
Pune,64000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,2.85,17,Maruti
Delhi,100000,Petrol,Manual,First,13.0,1343.0,90.0,5.0,3.5,14,Honda
Jaipur,75000,Diesel,Manual,First,20.46,1461.0,83.8,5.0,7.5,11,Renault
Hyderabad,86000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,19.0,13,Mercedes-Benz
